,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428
0,74.4549266,106.0095074,75.51422883,79.94614787,81.20845169,88.23817366,88.94722922,101.58078005,91.68850653,91.62069894,94.77659267,92.45039526,91.0106009,83.99339612,92.33959845,78.37099717,102.6083303,85.37414232,93.43095137,85.68939593,95.41854735,95.7581413,69.29791874,93.14229573,96.88658284,98.68876721,111.5081558,73.15024112,95.2182444,117.82139,63.55113264,75.50983232,77.72048108,77.89340854,97.83442437,97.99414116,71.41174834,68.60087459,82.35380111,89.23151293,97.47394033,63.96195457,81.66525677,76.1411898,93.66261184,92.38904641,95.3675691,75.97804998,61.06139089,81.83034804,85.73893721,89.73794074,77.67740117,90.94829628,79.06619059,86.04378688,65.70724159,78.72670795,90.54168235,76.56802703,72.73324573,74.48528099,63.718495000000004,70.00911504,105.8347395,106.7880571,80.39068455,100.91906661,93.837036,91.43940809,90.48302153,105.1527295,110.8315571,100.7092049,109.8685183,100.9010036,108.0723995,76.14718268,93.24831268,105.6278726,88.01325959,99.76064267,98.23019998,89.93426098,93.60266001,78.28134214,93.32071004,102.6056442,98.3,91.91470923,92.7,83.6314204,61.04782884,88.67250259,99.62781785,84.69368007,79.05170372,85.42351414,81.77139586,86.8360308,80.11362312,92.73758011,91.21702289,89.68551418,99.28890046,79.16263034,76.39533937,94.41544449,94.29593266,90.20981831,88.32189979,3.0585000000000004,107.739957,84.62083113,113.8367119,100.0149834,77.79621449,115.3989086,116.5967586,113.0672989,85.38083927,72.37733692,104.73326,79.30042619,67.46719262,97.85911557,71.51228399,80.09359309,85.00750201,108.505063,103.0557801,99.59127017,88.83782705,72.10553047,95.76968792,72.95290985,97.1648787,90.26665116,83.34304078,84.72041921,85.12500159,86.18255066,89.00536972,80.34930836,86.05269358,93.48380518,88.4448254,105.0799731,96.26629793,94.15913275,77.96510184,67.40920176,84.95723709,77.0,84.55106971,88.70989261,77.64913862,81.70955075,80.18923941,80.34022293,85.33454494,91.39267725,89.79931312,57.51223799,92.07717274,92.95597676,103.7731191,83.26802597,73.45194642,80.59274096,103.5584403,74.51881041,84.43312359,88.68719833,104.1835818,74.03598003,99.42287802,96.19325097,90.1736733,8.6181,97.3553057,92.65301931,81.50596539,100.082424,94.6355163,101.2909021,87.90916474,88.91341161,96.23520379,85.72950781,98.01243523,80.3826461,94.85976755,93.80387751,115.1146519,94.91560418,79.48935679,97.6856466,114.4496521,98.7753453,103.4650405,87.81324875,116.20713,79.14926659,102.9126563,78.02373041,80.90108822,94.4375542,90.42718755,88.05042408,85.41362338,107.9143544,86.1549467,111.4725023,86.89786692,80.6676939,113.9190666,126.9856956,91.53730832,112.1681772,85.57602477,81.21060196,97.1976464,96.96505055,115.662633,84.56539928,98.15411097,100.2733756,117.5196498,81.90389206,76.98,117.7050339,117.1136636,79.56188054,111.6227522,108.4535058,94.5945589,91.23786036,108.9547114,88.65416834,99.22781415,72.12421582,107.917751,82.56071617,90.39787511,88.65298441,95.59669568,103.8491608,116.8056283,96.1211685,98.64505119,114.6336079,92.7997832,85.72727612,118.1332558,77.24772732,103.9472625,70.11384494,102.70407263,94.83787887,79.22085413,74.35176717,99.76254098,77.45371492,70.84389475,86.7287395,88.0356826,93.70704964,100.2924295,108.1657491,89.52407649,86.82770733,112.1298526,102.9166509,98.83133104,90.35734311,103.4350261,102.8544486,98.99210802,108.2055437,99.03726284,104.3148967,116.5115918,113.6185664,100.63218871,86.80309439,104.382028,117.3497002,113.7656211,89.90984792,108.9547114,91.91406861,115.0802063,94.4320195,93.6475285,112.0001555,127.12240739999999,114.9140977,70.96865627,119.9461135,119.9466201,94.7802756,90.87622094,114.0541964,118.0879492,76.077444,109.6676101,102.4688588,107.0053454,109.5601573,104.8989922,104.1492592,91.06420424,111.3502993,86.93896444,92.56723202,71.0415565,81.34217359,73.65810772,105.0732947,84.94520189,98.59355845,112.3617729,95.14858764,105.740183,72.66382855,103.04404122,83.2917659,92.41353032,95.77044222,89.67657919,97.52120444,108.808278,103.9804942,88.07111508,71.9267053,109.5310973,117.9332034,109.3809228,117.6474037,116.8547426,110.4099875,92.28589543,113.5,82.94104359,88.17383193,71.39854111,87.80712367,88.03497853,88.74112608,78.43046596,72.84847395,68.74918886,63.31894921,96.33889253,90.1800276,67.77251422,83.1066216,74.45899818,83.53153832,94.08263129,84.2,87.08307229,79.96153948,88.94687626,105.9935452,100.0547405,72.27786438,76.4754521,93.78927854,138.0834768,102.28214747,79.37276275,84.59468263,84.77484454,85.35304046,102.06099167,76.80448613,103.8490736,96.68704895,120.4307393,91.71306209,85.4054411,80.6689048,87.18129613,67.25287125,95.15140681,106.3080501,98.22065346,91.90275096,85.65392299,86.74777544,80.5303454,98.26374712,89.94273938,83.50879936,83.10707555,80.39635991,81.26720664,85.89531663,85.79507815,78.82946049,85.66945023,75.9318762,76.71874828,78.72359293,85.20228114,101.4316821,75.85562406,75.75234195,82.21622813,93.51140755,92.89644795,111.9554876,82.08395905,99.40637069,104.5172429,77.07033197,95.63823156,86.78766419,76.3133426,76.64075409,84.23202717,86.09435479,80.49961346,81.57606945,93.61744961,90.64077339,69.70464794
